EJERCICIO;GASTO/INGRESO;ORIGEN;FONDO;FINANCIACION;DESCRIPCION CORTA;DESCRIPCION LARGA
2006;I;3;34;34027;CSA PROGRAMAS PRODER;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMAS PRODER
2006;I;3;34;34028;CSA ASIST GEST EXPLO;CONFERENCIA SECTORIAL AGRICULTURA - ASISTENCIA GESTION EXPLOTACIONES
2006;I;3;34;34029;CSA DESASTRES NAT;CONFERENCIA SECTORIAL AGRICULTURA - AYUDAS DESASTRES NATURALES
2006;I;3;34;34030;CSA FOREST TIER AGRA;CONFERENCIA SECTORIAL AGRICULTURA - FORESTACION DE TIERRAS AGRARIAS
2006;I;3;34;34031;CSA CESE ANTICIPADO;CONFERENCIA SECTORIAL AGRICULTURA - CESE ANTICIPADO
2006;I;3;34;34032;CSA ICB;CONFERENCIA SECTORIAL AGRICULTURA - INDEMNIZACIÓN COMPENSATORIA BÁSICA
2006;I;3;34;34033;CSA PROGRAMA LEADER;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA LEADER
2006;I;3;34;34034;CSA RENOV. TRACTORES;CONFERENCIA SECTORIAL AGRICULTURA - RENOVACION DE TRACTORES
2006;I;3;34;34035;CSA TRAZ.STOR.HORT.;CONFERENCIA SECTORIAL AGRICULTURA - TRAZABILIDAD DEL SECTOR HORTOFRUTÍCOLA
2006;I;3;34;34036;CSA C.RAZAS GAN.PUR;CONFERENCIA SECTORIAL AGRICULTURA - CONCURSOS Y SUBASTAS DE RAZAS PURAS
2006;I;3;34;34037;CSA RECONV.PLANT.FRUT.;C.S. AGRICULTURA - RECONV. PLANTACIONES FRUTÍCOLAS
2006;I;3;34;34038;CSA ORD. FTO SCTOR EQUINO;CONFERENCIA SECTORIAL DE AGRICULTURA - ORDENACIÓN Y FOMENTO DEL SECTOREQUINO
2006;I;3;34;34039;CSA PERS. Y ANALITICA EET;CONFERENCIA SECTORIAL DE AGRICULTURA - PERSONAL Y ANALITICA ENCEFALOPATÍAS ESPONGIFORMES TRANSMISIBLES
2006;I;3;34;34040;CSA SELEC GEN. ETT OVINO;CONFERENCIA SECTORIAL AGRICULTURA - SELECCIÓN GENÉTICA PARA RESISTENCIA A LAS ENCEFALOPATÍAS ESPONGIFORMES TRANSMISIBLES EN OVINO
2006;I;3;34;34041;CSA PROG CONT LENGUA AZUL;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA DE CONTROL DE LENGUA AZUL
2006;I;3;34;34042;AYUDAS GRIPE AVIAR;AYUDAS AVICULTURA GRIPE AVIAR
2006;I;3;34;34043;CSA MODERN. EXPLOTACIONES;C.S. AGRICULTURA - MODERNIZACIÓN EXPLOTACIONES
2006;I;3;34;34044;CSA INCORP. JÓVENES;C.S. AGRICULTURA - INCORPORACIÓN JÓVENES
2006;I;3;34;34045;CSA ASESOR. ENTIDADES;C.S. AGRICULTURA - ASESORAMIENTO DE ENTIDADES
2006;I;3;35;35001;CSSS EDUC.FAMILIAR;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - EDUCACIÓN FAMILIAR
2006;I;3;35;35002;CSSS INFORM ACCI SOC;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - INFORMACIÓN SOBRE ACCIÓN SOCIAL
2006;I;3;35;35003;CSSS ORIENT MED FAM;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - ORIENTACIÓN Y MEDIACIÓN FAMILIAR
2006;I;3;35;35004;CSSS MENORES INFRACT;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - MENORES INFRACTORES
2006;I;3;35;35005;CSSS PENS ANC ENFER;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PENSIONES A ANCIANOS Y ENFERMOS
2006;I;3;35;35006;CSSS GERONTOLÓGICO;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PLAN GERONTOLÓGICO
2006;I;3;35;35007;CSSS INTG PER DISC;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PLAN INTEGRAL PERSONAS DISCAPACITADAS
2006;I;3;35;35008;CSSS PRE MAL TRA INF;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PREVENCIÓN MALOS TRATOS INFANCIA
2006;I;3;35;35009;CSSS PR VIOLENCIA FA;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PREVENCIÓN VIOLENCIA FAMILIAR
2006;I;3;35;35010;CSSS VOLUNT PLAN EST;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - VOLUNTARIADO PLAN ESTATAL
2006;I;3;35;35011;PLAN A FAVOR SIT. DEPEND.;PLAN DE ACCION A FAVOR PERS .SITUACION DEPENDENCIA
2006;I;3;35;35012;CSSS PLAN DES. GITANO;C.S. SERV. SOCIALES - PLAN DESARROLLO GITANO
2006;I;3;35;35013;CSSS PREST. BASICAS SS;C.S. SERV. SOCIALES - PRESTACIONES BÁSICAS SERVICOS SOCIALES
2006;I;3;35;35014;CSSS ERRAD. POBREZA;C.S. SERV. SOCIALES - ERRADICACIÓN DE LA POBREZA
2006;I;3;36;36001;CSMA DES MEDIO RURAL;CONFERENCIA SECTORIAL MEDIO AMBIENTE - DESARROLLO SOCIECONÓMICO EN EL MEDIO RURAL
2006;I;3;36;36002;CSMA EST INV MED NAT;CONFERENCIA SECTORIAL MEDIO AMBIENTE - PLANIFICACIÓN, ESTUDIOS E INVESTIGACIÓN DEL MEDIO NATURAL
2006;I;3;36;36003;CSMA ORD PA FORESTAL;CONFERENCIA SECTORIAL MEDIO AMBIENTE - ORDENACIÓN Y MEJORA DEL PATRIMONIO FORESTAL
2006;I;3;36;36004;CSMA PR LUCHA IN FOR;CONFERENCIA SECTORIAL MEDIO AMBIENTE - PREVENCIÓN Y LUCHA CONTRA INCENDIOS FORESTALES Y AGENTES NOCIVOS
2006;I;3;36;36005;CSMA APR RAC PAT NAT;CONFERENCIA SECTORIAL MEDIO AMBIENTE - APROVECHAMIENTO RACIONAL DEL PATRIMONIO NATURAL
2006;I;3;36;36006;CSMA C BIODIVERSIDAD;CONFERENCIA SECTORIAL MEDIO AMBIENTE - CONSERVACIÓN BIODIVERSIDAD (VIDA SILVESTRE)
2006;I;3;36;36007;CSMA PROY.LIFE;CONFERENCIA SECTORIAL MEDIO AMBIENTE - PROYECTO LIFE
2006;I;3;36;36008;CSMA AREA INF. PARQ.NAC.;C.S. MEDIO AMBIENTE - AREAS INFL PARQUES NACIONALE
2006;I;3;39;39001;PLANES DE VIVIENDA;PLANES DE VIVIENDA
2006;I;3;39;39002;SEGURIDAD MINERA;SEGURIDAD MINERA
2006;I;3;39;39003;PROY INVEST I.N.I.A.;PROYECTOS DE INVESTIGACIÓN (I.N.I.A.)
2006;I;3;39;39004;PLAN MOD COMER INT;PLAN MODERNIZACIÓN COMERCIO INTERIOR
2006;I;3;39;39005;JUB REESTRUCT EMPR;AYUDAS A JUBILACIÓN Y REESTRUCTURACIÓN DE EMPRESAS
2006;I;3;39;39006;INTEGR SOC INMIGRANT;PLAN INTEGRACIÓN SOCIAL INMIGRANTES
2006;I;3;39;39007;EMPLEO COOPERATIVAS;APOYO CREACIÓN EMPLEO COOPERATIVAS
2006;I;3;39;39008;PLA TRAB CN FORM OCU;PLANES DE TRABAJO DE LOS CENTROS NACIONALES DE FORMACIÓN OCUPACIONAL
2006;I;3;39;39009;SEGUNDA ESTACION AVE;SEGUNDA ESTACION AVE
2006;I;3;39;39010;OF PLANES VIVIENDA;OFICINAS PLANES DE VIVIENDA
2006;I;3;39;39011;LESIONES ESTRUC EDIF;LESIONES ESTRUCTURALES EDIFICIOS
2006;I;3;39;39012;CONV REHAB VIVIENDAS;CONVENIO REHABILITACION FUNCIONAL EDIFICIOS VIVIENDAS
2006;I;3;39;39013;CONS COMP PYME;PLAN CONSOLIDACIÓN Y COMPETITIVIDAD P.Y.M.E.
2006;I;3;39;39014;MANT CENTROS SANITAR;MANTENIMIENTO DE CENTROS SANITARIOS
2006;I;3;39;39015;DONACIÓN Y TRASP ÓRG;FOMENTO DE LA DONACIÓN Y TRASPLANTE DE ÓRGANOS
2006;I;3;39;39016;JUNTA ARBITRAL CONS;JUNTA ARBITRAL DE CONSUMO
2006;I;3;39;39017;PROGRAMA PREV SIDA;PROGRAMA PREVENCIÓN SIDA
2006;I;3;39;39018;PREV ASIST REINS TOX;PREVENCIÓN, ASISTENCIA Y REINSERCIÓN DE TOXICÓMANOS
2006;I;3;39;39019;PREV ENF EMERGENTES;PREVENCIÓN ENFERMEDADES EMERGENTES
2006;I;3;39;39020;INVEST IN CARLOS III;PROYECTOS DE INVESTIGACIÓN DEL INSTITUTO CARLOS III
2006;I;3;39;39021;JUB PERS DOC 9 LOGSE;JUBILACIONES PERSONAL DOCENTE ( D.T. 9ª LOGSE)
2006;I;3;39;39022;NUEVAS TEC EDUCACION;NUEVAS TECNOLOGIAS EDUCACION
2006;I;3;39;39023;GUARDERÍAS INF;GUARDERÍAS INFANTILES
2006;I;3;39;39024;ESCUELAS VIAJERAS;ESCUELAS VIAJERAS
2006;I;3;39;39025;PUEBLOS ABANDONADOS;P.R.U.E.P.A.-BUBAL-PUEBLOS ABANDONADOS
2006;I;3;39;39026;CATAL COL PATR BIBL;CATALOGO COLECTIVO PATRIMONIO BIBLIOGRAFICO
2006;I;3;39;39027;POL.COHES.SALUD;POLÍTICAS DE COHESIÓN Y ESTRATEGIAS DE SALUD
2006;I;3;39;39028;CONV.REST.IGLESIAS;CONVENIO PARA RESTAURACIÓN DE IGLESIAS
2006;I;3;39;39029;TERUEL DIGITAL;PROYECTO TERUEL DIGITAL
2006;I;3;39;39030;Mº IND. PROY.PROFIT;MINISTERIO DE INDUSTRIA - PROGRAMA FOMENTO DE LA INVESTIGACIÓN TECNOLÓGICA
2006;I;3;39;39031;C.Mº SAN. GUIA SALUD;CONVENIO MINISTERIO SANIDAD - GUÍA DE SALUD
2006;I;3;39;39032;CONV.MºM.A.SUELOS.C;CONVENIO MINISTERIO MEDIO AMBIENTE - SUELOS CONTAMINADOS
2006;I;3;39;39033;RUTAS LITERARIAS;RUTAS LITERARIAS
2006;I;3;39;39034;INFRAESTR.  I.N.I.A.;INFRAESTRUCTURAS I.N.I.A.
2006;I;3;39;39035;INC.DOCTORES INIA;INCORPORACIÓN DE DOCTORES. I.N.I.A.
2006;I;3;39;39036;IGNAC. ELAB.ORTOFOTO;INSTITUTO GEOGRÁFICO NACIONAL - ELABORACIÓN ORTOFOTO
2006;I;3;39;39037;MEC PLAN NAC. INVEST.;MEC PLAN NACIONAL DE INVESTIGACION
2006;I;3;39;39038;CONF SECT DE LA MUJER;CONFERENCIA SECTORIAL DE LA MUJER
2006;I;3;39;39039;CONV. INST.DE LA MUJER;CONVENIO CON EL INSTITUTO DE LA MUJER
2006;I;3;39;39040;PLAN FORM. CONT. INAP;PLAN FORMACION  CONTINUA  INSTITUTO NACIONAL ADMINISTRACIÓN PÚBLICA
2006;I;3;39;39041;CONV.MºCULT.INVENT.BIENES;CONVENIO CON EL MINISTERIO DE CULTURA PARA REALIZACIÓN DEL INVENTARIO GENERAL DE BIENES MUEBLES DEL PATRIMONIO HISTÓRICO ESPAÑOL EN POSESIÓ  DE INSTITUCIONES ECLESIÁSTICAS
2006;I;3;39;39042;CSDEPORTES CTROS TECNIF.;CONSEJO SUPERIOR DE DEPORTES PARA  CENTROS DE TECN
2006;I;3;39;39043;CSDEPORTES CONTR.PABELLON;CENTRO SUPERIOR DE DEPORTES.CONVENIO PARA LA REALI
2006;I;3;39;39044;PLAN NACIONAL DE INVESTIG;PLAN NACIONAL DE INVESTIGACION
2006;I;3;39;39045;C.S.EDUC. INTERNET AULA;
2006;I;3;39;39046;ACOG.,INTEGR EDUCAC INMIG;CONVENIO CON Mº TRABAJO Y ASUNTOS SOCIALES PARA ACOGIDA, INTEGRACIÓN Y REFUERZO EDUCATIVO DE LA POBLACIÓN INMIGRANTE
2006;I;3;39;39047;PROG.APOYO CTROS EDUCATIV;CONVENIO CON Mº EDUCACIÓN Y CIENCIA EN MATERIA DE APLICACIÓN DE PROGRAMAS DE APOYO A CENTROS DE EDUCACIÓN PRIMARIA Y SECUNDARIA (P.R.O.A.)
2006;I;3;39;39048;C.Mº.IND. PLAN AVANZA;CONVENIO CON EL MINISTERIO DE INDUSTRIA, TURISMO Y COMERCIO PARA FOMENTO DE LAS TIC. PLAN AVANZA.
2006;I;3;39;39049;PROG. USO RAC. MEDICAMENT;PROGRAMA USO RACIONAL DEL MEDICAMENTO
2006;I;3;39;39050;AHORRO Y DIVERS. ENERGET.;FOMENTO DEL AHORRO Y DIVERSIFICACIÓN ENERGÉTICA
2006;I;3;39;39051;CONV.MºEDUC.DIFUS.F.P.;CONVENIO CON EL MINISTERIO DE EDUCACIÓN Y CIENCIA. DIFUSIÓN FORMACIÓN PROFESIONAL
2006;I;3;39;39052;CONV. CNIG S.INF.OC.SUELO;CONVENIO CON EL CENTRO NACIONAL DE INFORMACIÓN GEOGRÁFICA PARA ELABORACIÓN DE UN SISTEMA DE INFORMACIÓN SOBRE OCUPACIÓN DEL SUELO
2006;I;3;39;39053;PROYECTOS INVESTIGACIÓN;
2006;I;3;39;39054;AY.P. VÍCT.VIOL.GÉN. EMPL;AYUDAS PÚBLICAS A MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO CON ESPECIALES DIFICULTADES DE EMPLEO
2006;I;3;39;39055;C.S. EDUC. BIBLIOT. ESCOL;CONFERENCIA SECTORIAL DE EDUCACIÓN - BIBLIOTECAS ESCOLARES
2006;I;3;39;39056;IGUALDAD OPORT.JÓVENES;IGUALDAD OPORTUNIDADES LOS/LAS JÓVENES
2006;I;3;39;39057;MºEDUC. FIN.EDUC.INF.CON.;MºEDUCACIÓN - FINANCIACIÓN DE 2º CICLO DE EDUCACIÓN INFANTIL DE ENSEÑANZA CONCERTADA
2006;I;3;39;39058;C.Mº CULT ADQ.FDO BIBLIOG;CONVENIO CON EL MINISTERIO DE CULTURA PARA DISTRIBUCIÓN DE CRÉDITO PARA LA ADQUISICIÓN DE FONDO BIBLIOGRÁFICO DE BIBLIOTECAS MUNICIPALES
2006;I;3;39;39059;C.S.EDUC. LIBROS Y MATER.;CONFERENCIA SECTORIAL DE EDUCACIÓN - PROGRAMA DE LIBROS Y MATERIAL ESCOLAR
2006;I;3;39;39060;Mº EDUC.ESP.EUR.EDUC.SUP;Mº EDUC. ADAPTACIÓN DE LAS INSTITUCIONES UNIVERSITARIAS AL ESPACIO EUROPEO DE EDUCACIÓN SUPERIOR
2006;I;3;39;39061;CONV ACCS. AUTOBUSES INT;Convenio accs. autobuses interurbano
2006;I;3;39;39062;C.S. EDU. PRG. LENGUAS EX;C.S. EDUC. PROGRAMA LENGUAS EXTRANJERAS (PALE)
2006;I;3;39;39063;AYUDA NAL. NOVILLAS;AYUDA NACIONAL POR NOVILLAS
2006;I;3;39;39064;Transf. MEC Conf. APAS;Transf. MEC Conf. APAS y otros colectivos
2006;I;3;39;39065;Prog. Prioritarios S y C;Programas Prioritarios Sanidad y Consumo
2006;I;3;39;39066;RECUPERA. ACEITES USADOS;RECUPERACIÓN ACEITES USADOS
2006;I;3;39;39067;Prácticas seguras Cntr. S;Prácticas seguras Centros Sanitarios
2006;I;5;51;51006;AMPL.RED TTES INSTITUC.;AMPLIACIÓN RED DE TRANSPORTE INSTITUCIONAL
2006;I;5;55;55001;SUBV INAEM ESC TALL;SUBVENCIÓN INAEM PARA ESCUELAS TALLER
2006;I;5;55;55002;CONV. CON EL SALUD;CONVENIO INVESTIGACIÓN CON SALUD
2006;I;5;55;55003;SUBV INAEM OR.Y AUTOEMPL.;SUBVENCIONES DEL INAEM: ORIENTACIÓN PROFESIONAL DEL EMPLEO Y AUTOEMPLEO
2006;I;5;55;55004;T.IACS ENSAYOS CLÍNICOS;TRANSFERENCIA DEL.INSTITUTO ARAGONÉS DE CIENCIAS DE LA SALUD - ENSAYOSCLÍNICOS
2006;I;5;55;55005;FORM. CONTINUA M.I.R;FORMACIÓN CONTINUA DE MÉDICOS INTERNOS RESIDENTES
2006;I;5;55;55006;Grupos Investig. SALUD;GRUPOS INVESTIGACIÓN SALUD
2006;I;5;55;55007;PROY.INV.CONV.COMP.DGA;PROYECTOS DE INVESTIGACIÓN. CONVOCATORIAS COMPETITIVAS DIPUTACIÓN GENERAL DE ARAGÓN
2006;I;7;71;71001;C.CAIXA HOGARES MAY.;CONVENIO CAIXA - HOGARES DE MAYORES
2006;I;7;71;71002;CONV.ADQ.FDO BIBLIO.;CONVENIO ADQUISICIÓN DE FONDO BIBLIOGRÁFICO
2006;I;7;71;71003;Conv. Ibercaja Atlas var.;Convenio con Ibercaja para realización del Atlas de variaciones de la práctica médica en el Sistema Nacional de Salud
2006;I;7;71;71004;Patrocinio Juegos Escolar;
2006;I;7;71;71005;CONV. MONAST. DE SIJENA;CONVENIO CAJA MADRID- RESTAURACIÓN DEL MONASTERIO DE SIJENA
2006;I;7;72;72001;PROM.FARM.ENSAY;PROMOTORES FARMACÉUTICOS - ENSAYOS CLÍNICOS
2006;I;7;72;72002;PROGRAMAS FOCUSS;PROGRAMAS FOCUSS
2006;I;7;72;72003;ESTUD.GAUCHER;FUND.ESP. ESTUDIO ENFERMEDAD GAUCHER
2006;I;7;72;72004;AS.ESP.TOXICOLOGÍA;ASOCIACIÓN ESPAÑOLA DE TOXICOLOGÍA
2006;I;7;72;72005;FUND.LA MARATO TV3;FUNDACIÓN LA MARATO TV3
2006;I;7;72;72006;FUND.MUTUA MADRIL.;FUNDACIÓN MUTUA MADRILEÑA
2006;I;7;72;72007;PROM.PRIV.CURSOS;PROMOTORES PRIVADOS DE CURSOS
2006;I;7;72;72008;HERENCIA ELÍAS MARTÍNEZ S;HERENCIA ELÍAS MARTÍNEZ SANTIAGO
2006;I;7;72;72009;PROMOTORES PRIVADOS;PROMOTORES PRIV PROY  PROD Y TRANSFERENCIA CONOCIM
2006;I;7;72;72010;HERENC.HOSP.NªSªGRACIA;HERENCIAS HOSPITAL PROVINCIAL Nª SRª DE GRACIA
2006;I;9;91;91001;REC. PROPIOS COFIN.;RECURSOS PROPIOS COFINANCIADORES
2006;I;9;91;91002;RECURSOS PROPIOS;RECURSOS PROPIOS
2006;I;9;91;91003;ING.FINANC.INCOND.;INGRESOS. FINANCIACIÓN INCONDICIONADA
2006;I;9;91;91004;RMTE.TES.NO AFEC.;REMANENTE DE TESORERÍA NO AFECTADO
